word,frequency
hilu,1
script,1
hous,1
sangstha,3
theatr,1
hand,1
written,1
shilpakala,1
play,3
angan,2
belgharia,2
auditorium,1
khan,1
organis,1
liber,1
pawa,1
stage,3
social,1
babi,1
bahurupi,3
bangladesh,1
secretari,1
two,2
event,1
mark,1
shahadat,1
anti,1
found,1
anniversari,1
element,1
mymensingh,2
natya,3
baur,1
direct,2
issu,1
compani,2
phere,1
gupta,2
45th,1
ovi,1
kolkata,1
hossain,1
sen,2
academi,1
