word,frequency
saadi,1
nation,1
jamuna,4
acclaim,1
theatr,9
non,1
karamchand,1
part,1
rath,1
yatra,1
er,1
jay,1
15,1
hall,4
goshthi,1
shilpakala,5
chandrakala,1
play,4
arshinagar,1
collabor,1
artist,1
perform,1
china,1
pawa,1
stage,5
celebr,3
univers,2
mahatma,2
pa,1
gandhi,2
chine,2
bangladesh,6
day,2
intern,1
tagor,1
birth,1
gronthik,1
violenc,1
recent,1
rabindranath,1
mohanda,1
anniversari,1
festiv,4
chandal,1
seventh,1
bsa,4
ganga,4
rohu,1
awaj,1
cultur,6
natya,1
2,1
chitra,1
150th,1
2019,3
month,2
sheikh,1
octob,2
har,1
experiment,3
jayanti,1
academi,5
