word,frequency
career,1
hospit,2
surgeri,1
condit,1
need,1
film,1
team,1
farooqi,1
cinematograph,1
inform,1
die,1
away,1
dearest,1
specialis,1
facebook,1
brain,3
suggest,1
farooki,1
director,2
pas,1
upon,1
friday,1
debut,1
mostofa,2
stroke,2
earlier,1
member,1
29,1
renown,1
dhaka,1
earli,1
bangladesh,2
wall,1
physician,1
made,1
04am,1
writer,1
friend,1
first,2
chabial,1
evalu,1
septemb,1
sadhu,4
2,1
citi,1
admit,1
start,1
promin,1
actor,2
humayun,2
post,1
sarwar,2
