word,frequency
thriller,1
nation,1
jannat,1
male,1
attack,1
bachchu,1
film,10
yesterday,1
2018,5
putro,1
putra,1
categori,1
singer,1
drama,1
zahid,1
director,1
farid,1
action,1
year,1
jame,1
sadeq,1
ekti,1
ratul,1
hasan,1
naimul,1
robe,1
nirob,1
bag,1
islam,1
social,1
tumi,1
dhaka,1
best,4
haldaa,1
anam,1
villain,1
galpo,1
name,1
cinemar,1
mahfuz,1
satta,1
iman,1
award,7
announc,1
respect,1
2017,5
hajra,1
winner,2
music,1
ahm,1
saha,1
