word,frequency
write,1
pop,1
danc,1
10,1
condit,1
told,1
bath,3
fan,4
email,1
vega,1
seek,1
fibromyalgia,1
musculoskelet,1
lost,1
hot,1
back,1
fall,3
singer,1
gaga,5
respond,1
instagram,1
thursday,1
recov,1
sever,2
gonna,1
concert,2
promis,2
return,1
stage,2
medium,1
balanc,1
social,1
ice,2
repli,1
widespread,1
suffer,1
pack,2
right,1
mark,1
chronic,1
result,1
invit,1
pain,1
compress,1
20,2
cancel,1
onstag,2
5,1
star,1
suit,1
ladi,1
sad,1
video,1
moment,1
la,1
pick,1
photo,1
routin,1
show,3
comment,1
min,1
repres,1
post,3
night,1
