word,frequency
tv,1
actress,1
titular,1
season,1
produc,1
seen,1
revolv,1
without,1
understand,1
shakal,3
black,1
riton,1
screen,1
hardship,1
father,1
apa,4
play,1
helpless,1
drama,3
trend,1
love,1
titl,1
collabor,1
director,1
kazi,1
perform,1
tele,2
popular,1
regard,1
middl,1
role,3
famili,1
becom,1
class,1
life,1
white,1
long,1
10pm,1
around,1
interest,1
dinar,1
much,1
ekushey,1
barkatullah,1
direct,1
said,2
common,1
bijori,2
stori,2
lower,1
tonight,1
neglect,1
want,1
face,1
written,1
small,1
term,1
ahm,3
societi,1
