word,frequency
script,1
dilara,2
mother,1
fighter,1
age,1
continu,1
freedom,1
hand,1
film,3
favourit,1
claim,1
alik,1
screen,1
abu,1
play,1
haqu,1
mahmud,1
world,1
priyo,1
jaygir,1
showbiz,1
work,2
suitabl,1
renown,1
role,3
quit,1
orjon,1
essay,1
zaman,2
import,1
master,1
serial,1
decad,1
choos,1
busi,1
sakhawat,1
hayat,1
direct,3
regular,1
protibeshi,1
televis,2
sa,1
mirza,1
71,1
actor,3
part,1
hossain,1
select,1
