word,frequency
lyricist,1
creator,1
mallick,1
anwar,1
produc,1
honour,1
also,1
film,1
yesterday,1
present,1
centr,1
host,1
padak,1
hall,1
singer,1
bangladeshi,1
publish,1
deliv,1
thank,1
featur,1
seminar,1
director,2
programm,1
mahmud,1
held,1
lover,1
initi,1
afreen,1
gazi,1
book,1
mazharul,1
awarde,1
two,1
event,2
emin,1
editor,1
sadya,1
anam,1
interest,1
ekushey,1
exclus,1
legend,1
chief,1
star,4
cultur,1
interact,1
mahfuz,1
daili,4
screenwrit,1
music,3
vote,1
turn,1
