word,frequency
tv,1
1995,1
robin,1
alfr,1
matter,1
wrap,2
told,1
took,1
pennyworth,1
1997,1
burgess,1
legal,1
butler,1
father,1
familiar,1
play,1
serki,3
return,1
meredith,1
talk,2
person,1
gough,1
role,2
surrog,1
bruce,1
potenti,1
word,1
1989,1
penguin,1
seri,1
1966,1
batman,6
wayn,1
first,1
farrel,1
base,1
forev,1
cast,1
repris,1
respect,1
deadlin,1
bring,1
guardian,1
1992,1
figur,1
