word,frequency
nation,1
also,2
abedin,1
ralli,1
chandra,1
exhibit,1
sangrahashala,1
observ,1
state,1
inspector,1
paint,2
nibash,1
shishu,1
khalid,1
shilpakala,1
art,1
zainul,1
child,2
occas,1
educ,1
galleri,1
organis,3
programm,1
mostafizur,1
held,1
deputi,2
discus,1
differ,2
rahman,2
zila,1
institut,1
includ,1
affair,1
administr,1
babu,1
particip,1
four,1
mourn,1
mark,1
day,1
variou,1
shilpacharya,1
district,2
division,1
socio,1
meet,1
minist,1
gener,1
km,1
commission,2
mymensingh,6
cultur,3
polic,2
khondok,1
majhi,1
md,1
mizanur,1
competit,4
2019,1
rang,1
visit,1
part,1
group,1
academi,2
