word,frequency
lesson,1
madhu,1
popularli,1
padukon,1
produc,2
mantena,1
also,2
honour,1
influenc,1
film,1
signific,1
men,1
movi,1
mytholog,1
perspect,2
chhapaak,1
often,1
new,1
draupadi,2
play,1
collabor,1
mahabharat,3
retel,1
tale,1
upcom,1
absolut,1
role,2
mani,1
life,1
essay,1
deepika,3
recent,1
femal,1
thrill,1
interest,1
statement,1
epic,1
known,1
central,1
cultur,1
said,1
stori,1
tell,1
fresh,1
deriv,1
turn,1
