word,frequency
set,1
plan,1
half,1
creator,1
produc,1
season,2
time,1
told,1
execut,1
andrzej,1
defend,1
henri,1
showrunn,1
interview,1
decemb,1
captur,1
fantasi,1
sfx,1
away,1
adapt,1
netflix,3
co,1
new,1
still,1
schmidt,1
descript,1
action,1
year,1
witcher,4
fate,1
sapkowski,1
tale,1
map,1
live,1
book,1
hissrich,3
best,2
famili,1
six,1
cavil,1
right,1
next,1
seven,1
seri,4
premier,1
futur,1
name,1
epic,1
known,1
base,1
star,1
said,1
issu,1
sell,1
alreadi,2
lauren,1
stori,2
daredevil,1
audienc,1
month,1
offici,1
show,1
magazin,1
realli,1
umbrella,1
academi,1
look,1
