word,frequency
career,1
well,1
age,1
today,1
produc,1
time,2
2000,1
film,2
past,1
apart,1
movi,1
birthday,1
singer,1
100,3
17,1
deliv,1
special,1
number,1
establish,1
60,1
song,1
occas,1
household,1
happi,1
till,1
world,3
chopra,2
india,1
36,1
peopl,1
ether,1
accolad,1
one,2
date,1
forb,1
act,1
across,1
tender,1
crown,1
influenti,1
power,1
globe,1
priyanka,3
nearli,1
intern,1
amongst,1
voic,1
broken,1
lifetim,1
name,2
countless,1
miss,1
woman,1
star,2
numer,1
biggest,1
superhit,1
start,1
actor,1
winner,1
magazin,1
inargu,1
ceil,1
wish,1
turn,1
