word,frequency
53,1
lesson,1
english,1
19,1
film,1
never,2
disney,1
son,2
teach,3
bad,1
thing,1
moral,1
tamil,1
languag,1
parent,4
child,1
khan,1
releas,1
simba,1
unfortun,1
year,1
lion,3
telugu,1
old,1
one,4
king,4
preciou,1
talk,1
life,2
aryan,1
gone,1
import,1
voic,1
bollywood,1
rukh,3
rememb,2
juli,1
fail,1
statement,1
gener,1
belief,2
bond,1
star,1
said,2
hindi,2
stori,1
along,1
super,1
actor,1
say,1
listen,1
schedul,1
mufasa,1
shah,3
version,1
look,1
