word,frequency
friendli,1
debi,1
populas,1
thriller,1
actress,1
bbfa,1
countri,1
feder,1
select,2
east,1
film,6
entertain,1
movi,2
bashundhara,1
jeet,1
iccb,1
bharat,1
play,1
khan,1
auditorium,1
drama,1
director,1
organis,1
held,1
year,1
india,2
perform,1
peopl,1
medium,2
jaya,1
view,1
popular,1
nabaratri,1
dhaka,1
best,2
role,1
bangladesh,4
ever,1
function,1
two,1
intern,1
ahsan,1
neighbour,1
anam,1
convent,1
romant,1
shakib,1
first,1
monday,1
2,1
citi,1
award,4
among,1
actor,3
jointli,1
bengali,1
supernatur,1
biswa,1
poramon,1
west,1
group,1
