word,frequency
none,1
time,1
hand,1
publicist,2
cloth,1
wide,1
rescu,2
bachchan,1
wit,1
sadanand,1
dupatta,2
diwali,1
away,1
howev,1
portion,1
khan,1
pictur,1
catastroph,1
guest,1
tore,1
bash,1
nowher,1
accid,1
fire,2
aishwarya,3
caught,1
transpir,1
stair,1
hungama,1
day,1
rukh,2
bollywood,1
rush,2
archana,2
eyewit,1
accord,1
first,1
walk,1
ladi,1
circul,1
dous,1
burn,1
promin,1
deeya,1
say,2
shah,2
report,2
aflam,1
