word,frequency
utsab,1
nation,2
theatr,4
hand,1
three,2
state,1
gram,2
padak,1
council,3
deen,3
khalid,2
hall,1
shilpakala,2
sever,1
seminar,3
play,1
capit,1
organis,1
year,1
friday,1
samiti,1
held,1
saturday,1
stage,1
selim,3
unb,1
1426,1
affair,1
dhaka,1
al,3
bangladesh,4
day,2
event,1
throughout,1
long,1
began,1
minist,1
km,1
festiv,1
second,1
cultur,1
inaugur,1
2019,1
mohila,1
jointli,1
schedul,2
8th,1
report,1
academi,1
