word,frequency
documentari,1
highest,2
civilian,2
creator,2
gold,2
hand,1
shykhseraj,1
dhakal,1
youtub,4
becam,1
31,1
padak,2
million,2
howev,1
9,1
manush,1
director,1
reach,1
1982,1
1,2
year,1
1996,1
channel,4
cross,1
extrem,1
news,2
popular,2
seraj,6
shykh,6
mati,1
bangladesh,2
agro,1
anchor,1
recent,1
usual,1
head,1
swadhinata,1
given,1
surpass,1
ekushey,1
second,1
note,1
com,1
govern,1
develop,1
televis,1
award,7
octob,2
subscrib,1
journalist,1
