word,frequency
melbourn,1
indian,1
time,1
also,1
see,1
honour,1
seen,2
stand,1
men,2
team,1
cricket,2
18,1
share,1
truli,1
cup,2
novemb,1
15,1
screen,1
father,1
kareena,3
akshay,1
khan,2
play,2
dosanjh,1
tall,1
unveil,2
world,3
held,2
year,2
friday,1
australia,1
alongsid,1
8,1
space,1
one,1
21,1
trophi,2
diljit,1
work,1
kumar,1
t20,3
singh,1
law,1
aamir,1
intern,1
late,1
next,3
bollywood,1
februari,1
advani,1
chaddha,1
empow,1
laal,1
hindustan,1
woman,2
greatest,1
kapoor,1
said,1
newwz,1
good,1
actor,1
platform,1
march,1
octob,1
front,1
kiara,1
report,1
slate,2
