word,frequency
tv,1
fellow,1
set,1
fest,1
school,1
yesterday,1
movement,1
share,1
hosein,1
present,1
foundat,2
paint,1
jaago,1
cook,1
azad,1
lit,1
learn,1
agricultur,1
child,1
incred,1
educ,1
guest,1
mahmud,1
perform,1
debut,1
afternoon,1
peopl,1
moder,1
pamphlet,1
adult,1
kabir,1
ask,1
aloud,1
trick,1
zareen,1
book,1
live,1
dhaka,1
student,1
workshop,1
better,1
life,2
particip,1
help,1
rhyme,1
hack,1
event,2
convey,1
naila,1
fourteen,1
best,1
karail,1
khana,1
professor,1
woman,1
chief,1
herstori,4
read,1
prepar,1
stori,1
audienc,1
founder,1
show,1
bangla,1
wish,1
full,1
