word,frequency
brittani,1
spot,1
half,1
produc,1
caleb,1
recreat,1
1974,1
theatr,1
13th,1
ring,1
film,2
black,1
origin,1
terror,1
sophia,1
bod,1
hawthorn,1
decemb,1
horror,1
sister,1
soror,1
play,1
hit,1
takal,1
releas,2
classic,1
christma,2
stone,1
friday,1
slasher,1
eberhardt,1
readi,1
lili,1
gradi,1
canadian,1
seem,1
two,1
kri,1
thrill,1
trailer,2
name,1
elw,1
stalker,1
cari,1
marti,1
bell,1
clark,1
direct,1
riley,1
poot,1
remain,1
donoghu,1
2019,1
imogen,1
aleys,1
mysteri,1
shannon,1
jess,1
remak,2
minut,1
