word,frequency
documentari,1
set,1
market,1
stream,5
amazon,1
told,1
western,1
mpa,1
disney,1
seek,1
oper,1
zealand,1
back,1
asian,2
content,2
co,1
challeng,1
offer,1
new,1
netflix,2
restrict,1
howev,1
like,1
key,1
jame,1
india,1
australia,1
giant,1
china,1
player,1
model,1
upstart,1
asia,1
degre,1
region,1
expand,1
southeast,2
outsid,1
free,1
amount,1
battleground,1
chine,1
behemoth,1
becom,2
meanwhil,1
landscap,2
couto,1
chang,1
even,1
bridg,1
servic,3
baidu,1
ceo,1
iwond,1
subscript,1
decent,1
snap,1
launch,1
said,1
unless,1
video,1
competit,1
appl,1
whole,1
along,1
founder,1
afp,1
platform,2
unlik,1
local,2
big,1
poi,1
