word,frequency
2014,1
dougherti,1
monster,1
today,1
also,1
milli,1
danc,1
human,1
caus,1
zhang,1
film,3
hawkin,1
shea,1
kyle,1
destruct,1
strathairn,1
watanab,1
co,1
35th,1
salli,1
hit,1
michael,1
world,1
ken,1
sequel,1
aisha,1
ziyi,1
chandler,1
middleditch,1
king,2
bradley,1
whitford,1
franchis,1
reli,1
must,1
bobbi,1
brown,1
godzilla,4
cineplex,1
charl,1
ghidorah,1
around,1
thoma,1
jr,1
farmiga,1
direct,1
star,2
titan,1
vera,1
hind,1
written,1
jackson,1
defeat,1
david,1
