word,frequency
nation,1
jannat,1
ministri,1
aham,1
attack,1
bacchu,1
film,7
yesterday,1
2018,5
putro,1
categori,1
inform,1
gohin,1
zahid,1
director,1
ekti,1
baluchor,1
recipi,1
hasan,1
depart,1
badrul,1
rahman,1
shongkhep,1
dhaka,1
best,4
mustafizur,1
bangladesh,1
role,1
unit,1
haldaa,1
neg,1
public,1
anam,1
given,2
kaiser,1
cinemar,1
sanwar,1
saud,1
sunni,1
announc,1
award,4
televis,1
actor,1
2017,4
short,1
sadek,1
winner,1
golpo,2
manik,1
