word,frequency
argo,1
graham,1
thriller,2
meaning,1
guy,1
produc,1
john,1
film,2
detect,1
heist,1
involv,1
high,1
studio,3
uniqu,1
suspens,1
new,2
strateg,1
secret,1
play,1
ben,2
danella,1
sin,1
director,1
investig,1
collabor,1
action,1
rodriguez,2
8,2
rivet,1
make,1
terrif,1
hm,1
end,1
becom,1
robinov,2
entangl,1
mark,1
togeth,2
solstic,1
seri,1
project,1
hypnot,2
program,1
jeff,1
gill,1
know,1
justic,1
miss,1
first,1
sign,1
star,2
affleck,1
imposs,1
govern,1
daughter,1
citi,1
partnership,1
mysteri,1
leagu,1
robert,2
