word,frequency
sikdar,2
other,1
well,1
murshid,1
home,1
vocal,1
took,1
jatra,1
7,1
musician,2
purono,1
novemb,1
remind,1
latest,1
jazz,2
karim,1
singer,1
entir,1
bass,1
rendezv,1
soumyadeep,1
classic,1
perform,1
autumn,1
stage,1
kotha,1
hum,1
end,2
sangeet,1
shayan,1
room,1
design,1
arnob,5
shirt,1
memor,1
rabindra,1
biroti,1
imran,1
togeth,1
everyon,1
take,1
guitar,1
shei,1
diner,1
friend,1
consist,1
ensembl,2
near,1
moihaimin,1
besid,1
2019,1
sunidhi,1
respect,1
among,1
serenad,1
chowdhuri,1
band,1
sufi,1
ahm,1
group,1
night,2
