word,frequency
comedi,3
hilari,1
lead,1
time,2
2020,1
produc,1
shot,1
shiney,1
bhool,3
balan,1
sublim,1
allow,1
ane,1
krishan,1
rawal,1
yadav,1
cinemago,1
horror,1
31,1
howev,1
akshay,3
play,1
reveal,1
vidya,1
bhushan,1
releas,2
aaryan,2
2007,1
bhulaiyaa,3
year,1
bazme,1
paresh,1
medium,1
murad,1
twelv,1
dialogu,1
kumar,5
social,1
role,1
instal,1
khetani,1
juli,1
mean,1
manoj,1
joshi,1
later,1
rajpal,1
second,1
kartik,2
first,1
miss,2
star,1
direct,1
patel,1
2,2
tell,1
announc,1
audienc,2
success,1
actor,1
priyadarshan,1
whether,1
ahuja,1
ameesha,1
look,1
