word,frequency
assam,3
nobel,1
nation,2
age,1
indian,1
also,1
dekh,2
translat,1
desha,1
85,1
state,2
aho,1
novemb,1
aaapunaar,2
singer,1
die,1
aamaar,1
new,1
featur,1
mr,1
swarnila,1
compos,1
sanskrit,3
icon,1
bezbaruah,1
aye,1
amaar,1
anandini,1
eighth,1
mor,2
conceptualis,1
hindu,2
bangladesh,2
add,1
atmanah,1
tagor,1
rabindranath,1
hazarika,2
given,1
anniversari,1
shonar,2
5,1
death,1
cultur,1
anthem,3
bhupen,1
album,1
laureat,1
2011,1
bangla,3
report,2
makeov,1
