word,frequency
set,3
smith,2
product,1
produc,1
time,1
film,2
never,4
malhotra,1
movi,1
teach,2
post,2
bad,2
thing,2
nick,2
parent,4
khan,5
amid,1
coupl,1
year,1
johar,1
chopra,2
debut,1
mumbai,1
make,1
medium,1
unhurt,1
one,4
jona,2
srk,1
fire,2
celebr,1
talk,2
punit,1
social,1
upcom,1
student,1
banner,1
erupt,1
life,2
priyanka,2
four,1
courtship,1
superstar,1
rukh,5
bollywood,5
fail,2
hindustan,1
zero,2
star,2
direct,1
wed,3
2,1
karan,1
escap,2
citi,1
month,1
super,2
photo,1
say,2
listen,2
dharma,1
shah,5
report,2
