word,frequency
avat,1
solo,3
countri,1
rajshahi,1
bangladeshi,1
art,13
trust,1
new,1
reverber,1
titl,3
held,1
univers,1
porouponibeshik,1
workshop,2
mani,1
intern,1
britto,1
histori,1
interact,1
three,1
jubil,1
foundat,1
road,1
bangkok,1
represent,1
hold,1
associ,1
ar,2
fine,2
printmak,1
vinima,2
dhaka,1
conclud,2
day,2
recent,2
public,1
ouponibeshik,1
curat,1
firoz,2
ru,2
visual,1
inaugur,2
green,1
academi,1
today,2
exhibit,5
present,1
ffa,1
back,1
abinta,1
featur,1
mahmud,2
york,1
machin,1
salon,1
festiv,1
biennial,1
base,1
2,1
group,1
nation,2
produc,1
faculti,1
cosmo,2
shilpakala,2
galleri,4
artist,1
organis,1
donat,1
student,1
bangladesh,3
project,1
taiwan,1
konna,2
first,1
amra,2
reson,1
