word,frequency
tri,1
time,1
monument,1
also,2
hand,1
seen,1
film,1
apart,1
seek,1
share,2
lassi,1
relish,1
punjabi,1
seren,1
dostana,1
journey,1
tempt,1
pictur,2
like,1
director,1
shoot,1
collin,1
delicaci,2
year,1
punjab,1
old,1
golden,2
drink,1
upcom,1
water,1
beauti,1
seem,1
excit,1
amritsar,1
22,1
cunha,2
document,1
bless,1
janhvi,2
kapoor,1
commenc,1
mouth,1
star,1
2,1
great,1
templ,3
actor,2
admir,1
acquir,1
visit,3
