word,frequency
sequenc,1
narrat,1
kind,1
authent,1
actress,1
floor,1
also,1
charact,2
non,1
appear,1
certain,1
film,5
multipl,1
rejoic,1
39,1
industri,1
extens,1
new,1
kareena,2
portion,1
khan,1
like,1
flashback,1
attir,1
year,3
make,2
old,2
upcom,1
singh,3
makeup,3
vfx,1
use,3
life,1
aamir,3
prosthet,1
went,1
recent,1
take,1
20,1
narr,1
requir,1
name,1
karina,1
chaddha,3
friend,1
central,1
kapoor,1
lal,3
stori,1
sourc,1
possibl,1
linear,1
say,1
younger,3
look,4
