word,frequency
surgeri,1
tri,1
temporarili,1
ad,1
describ,1
without,1
need,1
2018,1
deepli,1
natur,1
ago,1
recov,1
colombian,1
year,1
could,1
final,1
abl,1
overcom,1
advantag,1
one,1
differ,1
sing,1
shakira,4
carri,1
affect,1
doctor,1
lose,1
life,3
two,1
undergo,1
superstar,1
import,1
voic,2
take,1
know,1
miracl,2
darkest,2
recommend,1
much,1
said,2
opportun,1
latino,1
moment,2
aros,1
possibl,1
doubt,1
especi,1
say,1
repres,1
tour,2
obstacl,1
mean,1
