word,frequency
pervin,1
281,1
independ,1
arifa,1
moushumi,2
emon,1
elect,6
khan,1
zay,1
samiti,1
assist,1
102,1
secur,1
vice,1
bag,2
got,2
khale,1
sanko,1
affair,2
230,1
bangladesh,1
secretari,3
zaman,1
intern,1
247,1
arman,1
misha,2
rival,1
sport,1
candid,1
gener,1
210,1
biennial,1
227,1
mamunun,1
cholochitro,1
cultur,1
presid,2
sawdagor,1
panja,1
actor,2
122,1
105,1
hossain,1
shilpi,1
zakir,1
defeat,4
vote,8
