word,frequency
roy,3
set,1
actress,1
theatr,1
indian,1
trade,1
also,1
press,1
film,5
present,1
konttho,2
would,2
asian,1
spoke,1
distribut,1
dream,1
hit,1
director,2
mukherje,2
mushfiqur,1
releas,1
agreement,1
associ,1
peopl,1
run,1
differ,1
jaya,1
rahman,1
watch,1
free,1
bengal,1
bangladesh,5
shiboprosad,2
cinema,1
event,1
impress,1
ahsan,1
area,1
meet,1
limit,1
safta,1
direct,1
said,1
presid,1
success,1
duo,1
bengali,1
jointli,1
telefilm,1
south,1
big,1
west,1
nandita,3
gulzar,1
