word,frequency
rajarbag,1
school,1
rifat,1
mohammad,1
dal,1
hafizur,1
inspector,1
habibur,1
headquart,1
council,1
mohiuddin,2
high,1
play,1
hira,1
advoc,1
guest,1
deputi,1
occas,1
organis,1
programm,1
circl,2
sadar,1
golam,1
saturday,1
stage,2
playground,1
tania,1
member,1
rahman,3
shivalaya,1
akter,1
mannan,1
shamim,1
dhaka,1
bangladesh,1
function,1
day,1
manikganj,5
district,3
committe,1
gener,1
mukul,1
natya,1
direct,1
polic,9
rayhan,1
addit,4
cultur,1
govern,1
rang,1
commun,2
71,1
superintend,5
conduct,1
hossain,1
written,1
chairman,1
ahm,1
plan,1
