word,frequency
sun,1
object,2
octob,1
best,1
trajectori,1
race,1
space,1
concentr,1
mile,2
given,1
central,1
look,1
nucleu,1
name,1
12,1
260,1
first,1
24,1
within,1
2017,1
reveal,1
imag,1
system,3
around,1
2i,2
speed,1
view,1
second,1
come,1
offici,1
dust,1
borisov,2
visitor,2
yet,1
photograph,1
sharpest,1
whose,1
astronom,1
million,2
telescop,1
earth,1
pas,1
comet,4
oumuamua,1
identifi,1
known,1
hubbl,3
taken,1
distanc,1
2019,1
indic,1
solar,3
beyond,1
interstellar,3
swung,1
date,1
nasa,1
