word,frequency
own,1
action,1
deni,1
oper,1
mobil,2
huawei,2
largest,3
countri,2
mani,1
becom,1
network,2
telecom,1
u,1
bbc,1
make,1
data,1
variou,1
consum,1
unicom,1
china,6
plan,1
servic,1
curb,1
second,1
talk,1
report,1
see,1
seek,1
part,1
rollout,1
carrier,1
rise,1
economi,1
leader,1
would,1
technolog,1
equip,1
5g,5
one,1
amount,1
effort,1
global,1
world,2
help,1
thursday,1
deploy,1
said,1
suppli,1
avail,1
made,1
unveil,1
state,1
