word,frequency
kind,1
mobil,1
oper,1
inclus,1
cloth,1
clown,1
look,1
screen,1
suggest,1
websit,1
differ,2
neutral,3
gender,4
facial,1
photo,1
system,1
slightli,1
howev,1
part,1
haircut,1
includ,1
new,1
colour,1
attempt,1
nonconform,1
zombi,1
appl,1
everyon,1
other,1
emoji,2
male,1
one,1
use,1
introduc,1
style,1
updat,1
plea,1
icon,2
chang,1
peopl,2
punk,1
say,1
femal,1
emojipedia,1
indic,1
afpnew,1
structur,1
