word,frequency
told,1
laureat,1
mayor,4
studi,1
start,1
confer,1
take,1
next,1
swiss,1
techniqu,1
queloz,1
prize,1
search,1
exoplanet,2
clear,1
sidelin,1
system,1
show,1
gener,1
wednesday,1
whether,1
detect,1
thing,1
life,1
nobel,2
refin,1
talk,1
call,1
never,1
long,1
far,1
planet,4
physic,1
michel,1
tuesday,1
possibl,2
answer,1
would,1
research,1
earth,1
move,1
human,2
question,1
migrat,2
afp,1
near,1
outsid,1
colleagu,2
togeth,1
said,2
award,1
didier,1
solar,1
madrid,1
ask,1
get,1
