word,frequency
nation,1
societi,1
mark,1
comput,3
bubbl,1
earli,1
clever,1
hacker,1
kolkman,1
express,1
day,1
side,1
chief,1
crime,1
olaf,1
gaug,1
eye,1
feel,1
provid,1
corpor,1
lament,1
rowdi,1
reput,1
attach,1
thing,2
50th,1
talk,3
impact,1
actor,1
dark,1
includ,1
instead,1
lone,1
everyon,1
technolog,2
power,1
offic,1
organis,1
trust,1
blockchain,1
use,1
think,2
bad,2
vex,1
particular,1
interest,1
anniversari,1
internet,4
know,1
peopl,4
big,1
said,1
teenag,1
kleinrock,3
onlin,1
state,1
