word,frequency
mark,1
told,1
sale,1
nepal,5
7,1
happi,1
vice,1
facilit,1
two,1
ashok,1
senior,1
realiz,1
way,1
recent,1
u,2
dollar,1
product,1
nepali,2
shrestha,2
advantag,1
scienc,1
professor,1
yubaraj,1
2018,1
need,1
himalaya,1
china,3
interview,1
secret,1
gree,2
life,1
agent,1
base,1
rise,1
chine,1
kumar,1
prosper,1
rajandra,1
tran,1
11,1
technolog,2
vision,1
1,2
share,1
associ,1
commerc,1
reach,1
sangroula,1
border,1
xinhua,2
increas,1
peopl,1
trade,1
kathmandu,1
said,1
presid,1
percent,1
billion,1
year,2
made,1
see,1
