word,frequency
somatostatin,1
requir,1
wrong,1
delta,1
studi,1
healthi,1
c,1
express,2
ouch,1
nerv,1
commun,1
mous,1
found,1
central,1
kina,1
remain,1
entir,1
complet,1
stuck,2
amygdala,1
away,1
make,1
carrasquillo,3
system,2
tell,1
thing,1
inhibit,1
chronic,1
activ,2
revers,1
remov,1
amplifi,1
would,1
someth,1
happen,1
pain,7
respons,2
colleagu,1
heal,1
protein,1
chain,1
identifi,1
protect,1
said,2
go,1
neuron,2
intact,1
get,3
