word,frequency
boast,1
crunch,1
comput,6
studi,1
qubit,3
sever,1
properti,1
potenti,1
0,1
enorm,1
month,1
mean,2
natur,1
design,1
pattern,1
time,1
term,1
threshold,1
quantum,6
supremaci,1
number,1
describ,1
googl,1
data,1
programm,1
blog,1
origin,1
interconnect,1
lattic,1
sycamor,2
maker,1
publish,1
run,1
thing,1
wrote,1
exagger,1
last,1
classic,1
intern,1
54,1
draft,1
paper,1
1,1
superposit,1
appear,1
outcom,1
leak,1
team,1
simultan,1
lab,1
chip,1
ibm,1
known,2
point,1
said,1
process,1
onlin,1
fragment,1
made,2
met,1
feat,1
