word,frequency
subsequ,1
depart,1
iot,1
manag,1
studi,1
minist,2
ict,1
open,1
digit,1
sale,1
shown,1
largest,1
week,1
singapor,1
author,1
kddi,5
sector,3
network,1
awa,1
telecom,1
invest,3
special,1
japan,2
2018,1
earlier,1
feasibl,1
second,1
deputi,1
compani,1
soon,1
regard,1
dhaka,1
connect,1
join,1
director,1
technolog,1
visit,1
takeshi,1
5g,1
offic,1
zone,1
urg,1
interest,1
econom,1
deleg,3
identifi,1
inform,1
member,1
bangladesh,3
