word,frequency
nation,1
fli,1
sydney,3
parlay,1
test,2
told,1
oper,1
direct,2
airlin,1
manag,2
pilot,1
last,1
marathon,1
qf7879,1
commerci,1
haul,1
air,1
16,1
ultra,1
perth,1
sunday,1
first,3
flag,1
longest,2
stop,1
citi,1
australia,2
fatigu,1
australian,1
17,1
journey,3
plan,1
unit,1
servic,2
also,1
western,1
come,1
london,2
recommend,1
report,1
actual,1
flight,5
hope,1
long,1
rout,1
includ,1
new,2
rollout,1
took,1
touch,1
carrier,1
minut,1
19,2
weigh,1
non,1
morn,1
one,2
three,2
arriv,1
introduc,1
qanta,3
passeng,3
world,1
hour,3
success,1
go,1
jetlag,1
year,2
york,2
mileston,1
britain,1
state,1
regular,1
