word,frequency
respond,1
mark,1
politician,1
ceo,1
incumb,1
favor,1
next,1
month,1
facebook,1
belief,1
polit,6
major,1
accept,1
effect,1
outlet,1
add,1
bias,1
stop,2
22,1
sourc,1
advertis,2
republican,1
meant,1
grow,1
content,1
wednesday,1
platform,1
misinform,1
liber,1
run,1
also,1
twitter,2
uncheck,1
enforc,1
allow,1
candid,1
see,1
import,1
new,2
concern,1
social,1
everyon,1
would,3
voic,1
ad,3
well,1
revenu,1
global,1
novemb,1
dorsey,1
attack,1
wait,1
said,3
issu,1
zuckerberg,1
buy,1
polici,2
obviou,1
medium,2
detail,1
ban,2
unveil,1
