word,frequency
own,1
april,1
mobil,1
target,1
purpos,1
develop,1
facebook,1
roughli,1
disput,1
commun,1
firm,1
nso,4
alleg,2
code,1
caus,1
phone,1
make,1
variou,1
infect,1
group,4
accus,1
transmit,1
400,1
lawsuit,1
compani,1
messag,1
file,2
creat,1
whatsapp,5
order,1
access,1
malici,2
1,1
account,1
server,1
surveil,2
cyber,1
decrypt,1
attack,1
israel,1
devic,2
behind,1
said,2
send,1
softwar,2
may,1
court,1
malwar,2
