word,frequency
could,1
rover,5
south,1
investig,1
mobil,2
take,1
ice,3
look,1
want,1
mani,1
u,2
explor,2
photo,1
engin,1
system,1
moon,3
need,1
confirm,1
evalu,1
volatil,1
announc,1
read,1
sampl,1
friday,1
sinc,1
viper,2
also,1
robot,1
resourc,1
mysteri,1
polar,1
photonasa,1
lunar,1
creat,1
new,1
water,4
map,1
moonbk,1
answer,1
much,1
use,1
ago,1
model,1
question,2
amount,1
realli,1
contain,1
pole,1
live,1
ten,1
world,1
help,1
evid,1
send,2
soil,1
year,1
testb,1
nasa,3
