word,frequency
nation,1
monthli,1
mark,2
told,1
52,1
line,2
mobil,1
recipi,2
oper,1
minist,2
month,1
intend,1
0,1
cost,3
today,1
150,1
phone,6
post,1
mujibur,1
telecom,1
throughout,1
per,2
secretariat,1
number,1
divis,1
taka,3
birth,1
earlier,1
give,2
applic,1
servic,2
mustafa,2
talk,1
hope,1
continu,2
compani,1
connect,2
tuesday,1
minut,1
client,1
note,1
btcl,4
journalist,1
offic,1
180,1
rent,2
withdrawn,1
bangabandhu,1
jabbar,2
telecommun,2
mujib,2
withdraw,1
centenari,1
rahman,1
increas,2
free,2
sheikh,1
2020,1
said,2
futur,1
year,3
father,1
land,6
limit,1
bangladesh,1
