word,frequency
govern,1
nation,1
film,2
depart,3
preserv,1
privat,1
develop,1
digit,3
clip,2
newspap,1
press,1
televis,1
corner,1
aspect,1
set,1
mujibur,1
variou,1
besid,1
gener,1
video,2
life,1
also,1
project,1
ideolog,1
activ,1
archiv,6
new,1
includ,2
base,1
institut,1
channel,1
access,1
tv,1
collect,2
ad,2
singl,1
librari,2
footag,2
a2i,1
bangabandhu,6
updat,1
help,1
rahman,1
abroad,1
inform,4
sheikh,1
said,2
public,1
speech,1
home,1
father,1
bangladesh,3
place,1
