word,frequency
workplac,1
portal,1
start,1
digit,1
facebook,5
week,1
clariti,1
design,1
u,1
libra,1
websit,1
product,1
within,1
market,1
custom,1
main,2
app,4
differenti,1
like,2
servic,1
distinct,1
project,1
come,1
messeng,1
compani,6
new,5
social,1
includ,1
creat,1
whatsapp,2
goal,1
logo,3
oculu,1
calibra,1
typographi,1
distinguish,1
use,1
visual,1
currenc,1
materi,1
instagram,2
keep,1
parent,1
brand,2
medium,1
unveil,1
