word,frequency
govern,2
nation,1
target,2
hacker,1
polit,1
author,1
began,1
16,2
time,1
fake,1
post,1
u,1
step,1
microsoft,5
domain,1
blog,1
contin,1
signific,1
russian,1
russia,1
accord,1
also,1
past,1
bear,1
group,3
come,1
least,1
launch,1
organ,2
call,2
intern,1
compani,1
sport,2
apt28,1
link,2
across,1
septemb,1
dope,2
use,1
three,1
prevent,1
cyber,2
sought,1
global,1
execut,1
internet,1
strontium,2
attack,4
anti,2
said,3
taken,1
corp,1
track,1
legal,1
fanci,1
