word,frequency
nation,2
irakli,1
univers,1
surrey,1
chikhladz,1
target,1
scale,2
huge,1
facebook,1
signal,1
countri,1
natur,1
thousand,1
sponsor,1
infrastructur,1
station,3
caus,1
post,1
seen,1
websit,1
expert,1
signific,1
knock,1
conclud,1
head,1
prof,2
disrupt,1
affect,1
woodward,2
news,1
tv,2
someth,1
ad,1
imedi,1
well,1
appear,1
cyber,2
secur,1
georgia,1
critic,1
attack,3
broadcast,1
said,1
alan,1
unabl,1
difficult,1
state,1
