word,frequency
christina,1
marin,1
draw,1
child,1
pictur,1
natur,1
meir,3
time,1
koch,2
2024,1
select,1
u,1
first,1
mission,2
even,1
remain,1
astronaut,2
artemi,1
moon,2
accord,1
stand,1
conduct,1
school,1
spacewalk,1
candid,1
mysteri,1
seek,1
barren,1
intern,1
seem,1
forti,1
recruit,1
3,1
recal,1
return,1
elementari,1
histor,1
2013,1
world,1
duo,1
orbit,1
jessica,1
nasa,2
femal,1
process,1
land,1
biologist,1
