word,frequency
woman,3
christina,1
float,1
space,2
person,1
meir,3
debut,1
good,1
histori,1
koch,2
station,2
network,1
first,1
228th,1
astronaut,2
oct,1
broken,1
enough,1
make,1
provid,1
photo,2
around,1
conduct,1
18,1
friday,2
fix,1
along,1
spacewalk,4
part,1
intern,2
leader,1
power,1
becam,1
exit,1
high,1
happen,1
other,1
earth,1
15th,1
team,1
cheer,1
world,3
final,1
train,1
apth,1
jessica,1
said,1
corp,1
femal,1
2019,1
made,1
nasa,2
