word,frequency
april,1
univers,1
alibaba,1
mobil,1
e,1
list,1
valley,1
yixinyixin,1
sever,1
firm,4
sell,1
megviian,1
megvii,2
time,1
ai,4
top,1
smile,1
scienc,1
product,1
facial,2
uighur,1
around,1
silicon,1
iflytekshenzhen,1
china,2
video,1
applic,1
partner,1
enforc,1
broad,1
giant,1
co,1
report,1
beij,1
compani,2
new,1
includ,2
sensetim,1
chine,1
ltd,1
base,1
technolog,2
pay,1
across,1
terror,1
recognit,3
profil,1
use,2
one,1
research,2
commerc,1
mit,1
secur,1
surveil,1
payment,1
world,1
lab,1
identifi,1
counter,1
yitu,1
racial,1
behind,1
individu,1
softwar,1
track,1
speech,1
york,1
rang,1
iflytek,1
law,1
back,1
