word,frequency
woman,1
christina,2
told,1
airlock,1
requir,1
space,2
bowersox,1
act,1
jim,1
commun,1
prepar,1
day,1
meir,1
set,1
replac,1
histori,1
koch,1
station,2
donald,1
ken,1
u,1
first,2
celebr,1
astronaut,2
five,1
signific,1
routin,1
moon,1
emphas,1
earlier,1
video,1
friday,1
trump,1
spacewalk,2
pair,2
report,1
call,2
hope,1
intern,1
soon,1
matter,1
wilson,1
administr,2
minut,1
gmt,1
would,2
power,1
becam,1
carri,1
bridenstin,1
spacecraft,1
associ,1
histor,1
reach,1
symbol,1
outsid,1
egress,1
hour,1
1138,1
jessica,1
said,2
control,1
presid,1
send,1
femal,2
stephani,1
made,1
may,1
mileston,1
nasa,3
