word,frequency
woman,2
man,2
test,1
south,1
2030,1
space,3
compos,1
next,3
garment,1
finger,1
ea,1
mar,2
2024,2
backpack,1
temperatur,1
extrem,1
u,1
first,2
micrometeoroid,1
station,2
deep,1
astronaut,2
small,1
wore,1
artemi,1
event,1
gener,1
accord,1
engin,1
moon,1
red,1
delic,1
support,1
plan,1
life,1
white,1
xemu,2
launch,1
come,1
program,1
lunar,2
intern,1
new,1
full,1
tuesday,2
demonstr,1
squat,1
blue,1
much,1
use,2
play,1
land,2
radiat,1
pole,1
agenc,1
suit,1
orbit,1
arm,1
protect,1
pressur,1
send,1
femal,1
spin,1
year,1
spacesuit,2
movement,1
unveil,1
nasa,4
