word,frequency
test,2
survey,1
posit,1
spread,1
consult,1
000,3
take,1
start,1
next,1
facebook,7
month,1
6,1
commun,1
length,1
major,1
design,1
incorpor,1
interfac,1
today,2
fake,1
u,4
recent,1
citi,1
step,1
subset,1
town,1
200,1
emphas,1
platform,1
tab,3
100,1
publish,1
combat,1
credibl,1
user,3
organ,1
far,1
compani,2
local,2
news,10
expand,1
initi,2
stori,1
reach,1
introduc,1
peopl,1
inform,1
dedic,1
dramat,1
avail,1
serv,1
date,1
place,1
