word,frequency
govern,6
document,1
47,1
action,1
comput,1
object,1
transpar,1
e,5
pilot,1
ict,1
capac,1
develop,1
digit,4
term,1
sunday,1
cooper,1
divis,1
korea,2
system,1
main,1
plan,5
support,1
servic,1
collabor,1
project,2
discov,1
launch,1
offici,1
short,1
part,2
mid,1
intern,1
establish,3
includ,1
long,1
administr,1
municip,1
strateg,1
council,1
assist,1
master,4
account,1
initi,1
agenc,1
help,1
implement,3
koica,2
public,1
build,1
achiev,1
effici,1
republ,1
unveil,1
bangladesh,6
