word,frequency
govern,2
could,2
higher,1
investig,1
target,2
inc,1
total,1
develop,1
take,1
surpris,1
facebook,1
multipl,1
polit,1
countri,1
nso,1
citizen,1
senior,2
phone,1
top,1
u,1
suggest,1
even,1
number,1
wider,1
john,1
accord,1
tool,1
earlier,1
foreign,1
user,2
group,2
broad,1
scott,1
offici,3
report,1
familiar,1
smartphon,1
lawsuit,1
messag,1
compani,1
file,1
railton,1
tuesday,1
isra,1
whatsapp,4
would,1
intrus,1
use,1
well,1
research,1
cyber,1
lab,1
hack,4
peopl,1
said,1
year,1
previous,1
softwar,1
alli,1
diplomat,1
consequ,1
