word,frequency
leaf,1
disast,1
shelter,1
also,1
school,1
taken,1
total,1
cope,1
east,1
bay,1
influenc,1
activ,1
mohammad,1
vehicl,1
bulbul,2
bashak,1
port,2
centr,1
standbi,1
omar,1
call,1
civil,1
chattogram,5
respond,1
kept,1
emerg,1
engin,1
surgeon,1
sudip,1
massiv,1
faruk,1
author,2
primari,1
12,1
crescent,1
ccc,2
includ,1
doctor,1
secretari,1
corpor,2
district,3
ilium,2
committe,1
stop,1
today,1
cancel,1
form,1
eventu,2
758,1
noon,1
269,1
central,1
cyclon,4
upazila,1
said,4
cpa,3
prepar,3
2,2
coastal,1
citi,2
alreadi,1
offici,1
red,1
nurs,1
employe,1
face,1
manag,1
hossain,1
chairman,1
storm,3
administr,1
societi,1
