word,frequency
flag,1
jhenaidah,1
other,1
tri,1
home,1
indian,1
man,1
sumon,2
shot,1
abdul,1
men,1
border,3
134,1
son,1
shilgat,1
25,1
bangladeshi,1
forc,1
identifi,1
60,1
custodi,1
shyamkur,1
kamrul,1
hold,1
pakhiura,1
friday,1
secur,1
moheshpur,1
bgb,2
pillar,1
mannan,1
deceas,1
bodi,1
battalion,1
ahsan,1
went,1
area,1
cattl,1
meet,1
col,1
kill,1
command,1
58,1
133,1
upazila,2
lt,1
said,1
near,1
bsf,4
along,1
photo,1
file,1
bring,2
villag,1
